10.1.1;C3;Rust's mutability rules enforce that references are either mutable or immutable. Immutable references (\texttt{\&T}) cannot be used to modify the referenced value, instead explicit \texttt{mut} keyword is required (see example and `Rust Programming Language: Variables and Mutability p. 43/626').
10.1.2;C4;Rust's equivalent is \texttt{core::ptr::read\_volatile}, behaving like in C (\url{https://doc.rust-lang.org/core/ptr/fn.read_volatile.html}).
10.2.1;C3;Compared to \Cpp enums, Rust enums are more flexible, such that each field can have an arbitrary type. This satisfies the rationale of an obvious enum type for the user (`Rust Reference: Enumerations p. 88/432').
10.2.2;C3;Rust has explicit types and namespaces for enums (`Rust Reference: Enumerations p.88/432').
10.2.3;C3;See explanation for rule 10.2.2
10.3.1;C3;Rust modules (namespace equivalent) are always named (`Rust Reference: Modules p. 68/432').
10.4.1;C4;Rust \texttt{asm!} macro requires an \texttt{unsafe} block to use (see example).
11.3.1;C3;Rust arrays are fixed-size and bound check during compilation. Rust's general move semantics apply, as the Array type does not implement the \texttt{Copy} trait, thus the rationale of this rule is satisfied (`Rust Reference: Array types p. 278/432', `Copy Trait: p. 345/432').
11.3.2;C4;Rust allows multiple levels of pointer indirection (see example). While the example code is safe Rust, the usage of pointers via dereferencing them is an unsafe operation. The multi-level pointer indirection only becomes an issue in unsafe Rust, where they can be used. This decision aligns closer to the MISRA rule rationale.
11.6.1;C4;Rust enforces RAII, declaring variables requires initialization before they can be used on any control flow path (`Rust Reference: Declaration statements p. 176/432', `Rust Reference: Variables p. 375/432').
11.6.2;C4;\texttt{MaybeUninit} can be used to initialize an empty value and read it from it within an \texttt{unsafe} context.
11.6.3;C3;In Rust values of implicitly-specified enumeration constants are checked for uniqueness during compile time (see example).
12.2.1;C2;Rust does not have Bitfields or an equivalent.
12.2.2;C2;Rust does not have bit-fields or an equivalent.
12.2.3;C2;Rust does not have bit-fields or an equivalent.
12.3.1;C5;Rust's \texttt{union} implementation mitigates risks of dropped memory regions or implicit write operations, but this behaviour can explicitly be added to unions. Therefore the rule can be applied to Rust as well (`Rust Reference: Initialization of a Union p.95/432').
13.1.1;C2;Rust has no direct equivalent to inheritance and virtual inheritance. Due to strict typing, runtime polymorphism is possible in a different, explicit way, without similiar problems like diamond hierarchies (see example).
13.1.2;C2;As Rust does not have virtual classes, the behaviour is less ambigous (see example 13.1.1).
13.3.1;C2;Rust's equivalent of virtual functions are trait implementations. Trait implementations are explicit (impl block). This eliminates the rule's rationale fo exidental overrides through Rust's language design (see example).
13.3.2;C2;Rust does not support default arguments in function signatures, the extend of confusing override behaviour is what is described in rule 13.3.1.
13.3.3;C6;Rust does not allow unnamed function arguments. Arguments must be named and explicitly typed (`Rust Programming Language: Functions p. 56/626').
13.3.4;C2; Rust does not have a notion of virtual pointer-to-member pointers (`Rust Reference: Raw Pointers p. 289/432').
14.1.1;C6;Rust allows both public and non-public members simultaniously. Therefore the rule applies, even if nuances such as static keyword and protected functions are different in Rust (see example).
15.0.1;C5;Rationale is to address vulnerabilities of ``Rule of Zero'', ``Rule of Five'', and \Cpp11 ``Rule of Three''. Rust handles these special member functions via the special traits: \texttt{Copy}, \texttt{Clone}, \texttt{Drop}. Intricacies of \Cpp implementations of special member functions are different in Rust. This rule applies in a general sense, but would require careful evaluation to apply to Rust.
15.0.2;C3;In Rust, move semantics are the default behaviour for types not implementing the \texttt{Copy} trait. The \texttt{Copy} trait has an explicit application rule without ambiguity, and forces implementation of the \texttt{Clone} trait as well (see example).
15.1.1;C3;Rust object construction and destruction is done differently. For construction, typically an associated function (per convention named new) without self (or this) reference is used, to return a value of the type being constructed. The problem addressed by this rule does not occur. Destruction requires implementation of the Drop trait, which has no access to a dynamic trait implementation and is called automatically.
15.1.2;C3;Rust does initialization in an explicit way. A comparable mechanism to class inheritance in Rust is Supertraits. Due to explicit typing and initialization, those do not exhibit the same ambiguous behaviour when initialized. (`Rust Reference: Supertraits 108/432').
15.1.3;C2;Rust has only explicit initialization, without implicit conversions. The closest equivalent is the \texttt{tuple struct}, but these are not affected by this rule (see example).
15.1.4;C3;On function entry, space for Rust objects is reserved on the stack. Initialization has to be finished before access, this is enforced during compile time (`Rust Reference: Variables p. 375/432').
15.1.5;C2;Rationale behind this rule is unclear behaviour under special overload resolution rules. Rust does not have an overload mechanism, therefore no need to address this.
15.8.1;C3;This rule is concerned with undefined behaviour during copy and move assignments, when assigning to self. When providing user-defined implementations of Rust's \texttt{Copy} trait, the \texttt{Clone} trait is required. Furthermore, implementing the \texttt{Copy} trait is not possible for heap-allocated types (like \texttt{Box}). Here only a \texttt{Clone} trait implementation is possible. Due to Rust's move mechanics, self-assignments is not an issue (see example).
16.5.1;C2;Rust implements operators via traits. Custom implementations (overloading) \texttt{\&\&} and \texttt{||} is not possible: \url{https://doc.rust-lang.org/std/ops/index.html}.
16.5.2;C2;Rust provides no operator trait for \texttt{\&}.
16.6.1;C3;The rationale behind this rule is unexpected implicit type conversions for symmetrical member functions. For Rust, overriding a (symmetric) operator by implementing it's trait, is explicitly typed. Therefore this problem does not arise (see example).
17.8.1;C2;Rust does not have overloaded functions. The rationale behind this rule is developer confusion, because overload resolution in conjunction with explicit specialization might lead to unexpected results. Rust restricts specialization, function names are still unique (see example and `Rust Reference: Generic functions p. 79/432').
18.1.1;C2;Rust does not have an exception model like \Cpp. Instead errors are categorized in recoverable and unrecoverable errors. For Rust, the special type \texttt{Result} exists, to catch expected runtime errors. Unexpected runtime errors will be caught by a panic handler. \texttt{Result}s can have arbitrary types, including referenced memory. Due to borrow checks, this rule might possibly not apply, but in general the error handling is different (`Rust Programming Language: Error handling p. 196/626').
18.1.2;C2;Rationale is preventing implementation-defined program termination, based on \Cpp specific exception handling. As Rust does not have a similar exception mechanism, no application of this rule is obvious (`Rust Programming Language: Error handling p. 196/626').
18.3.1;C2;Rust employs a panic handler, but its purpose is only with regard to unrecoverable errors. Exceptions in \Cpp are purposed to handle all types of errors. However, panics are non-recoverable. Therefore the concept of catchable exceptions does not exist in Rust (`Rust Programming Language: Error handling p. 196/626').
18.3.2;C2;Rust's \texttt{Result} type provides the possibility of arbitrary error types. Due to explicit types, the rationale (losing information due to slicing) behind this rule is not satisfied. Also, as stated in rule 18.3.1, Rust has no exception types, making this rule not applicable.
18.3.3;C2;This problem can not occur in Rust, as initialization before access is enforced at compile time (`Rust Reference: Variables p. 375/432').
18.4.1;C2;Rationale is prevention of implementation-defined termination if an exception occurs during call of a destructor. As Rust handles release of resources automatically based on lifetimes, this is not required in general. Additionally, the only way to return an error message from functions is either through the type system or a panic. There are no ``surprises''.
18.5.1;C5;Rust has no equivalent to \texttt{noexcept} therefore there is no automatic passing of errors to calling functions. Different methods in Rust exist to propagate errors, some of which may lead to accidental omittance by the developer (see example).
18.5.2;C6;Applies, as Rust has functions to terminate execution (see example).
19.0.1;C5;Rust uses different control flow syntax, but typos, as outlined in the rationale, can still cause the same type of error (see example).
19.0.2;C2;Some behaviour of Rust macros is improved, e.g., strict type checks (see example) and a different syntax than function calls. Rust procedural macros generate Rust code, including function-like macros. The resulting code is type checked and compiled as if a human would have written it. The rationale of the rule does not apply (`Rust Reference: Procedural Macros p. 47/432').
19.0.3;C6;Rationale is readability, thus this rule naturally applies (see example).
19.0.4;C2;The most direct equivalent to preprocessor macros in Rust are attributes. Different categories of attributes exist, that mimic \Cpp macros. A difference in method can be observed, as Rust attributes can be used to activate or deactivate code based on conditions (see example), but do not have an equivalent to \texttt{\#undef}. A complete analysis checking underlying grammars for equivalence is out of scope. The rationale behind the rule is to prevent developer confusion, and for the case of attributes in Rust, it can be confusing to see exactly how code behaves if attribute configuration is used extensively (`Rust Reference: Attributes p. 141/432').
19.1.1;C2;This rule addresses undefined behaviour of the defined preprocessor operator, thus is not applicable to Rust.
19.1.2;C2;Attributes in Rust are directly applied to a code object, stretching the scope of effect over multiple files (or even code objects in the same file) is not possible (`Rust Reference: Attributes p. 141/432').
19.1.3;C4;If configuration attributes are used to configure the code base, non-defined features cause a compilation warning, which can be promoted to an error (see example).
19.2.1;C3;Rationale is to prevent confusing behaviour and unexpected redefinition due to collisions in complex include structures. Due to strict import rules and compile time checks against redefinition, the problems addressed by this rule are solved at compile time in Rust (see example).
19.2.2;C5;As Rust does not use filenames, but rather crate names, and instead of the \texttt{include} directive the \texttt{use} directive, the guideline is not directly applicable. In general some restriction on valid import syntax in Rust is required (see reasoning guideline 19.2.3).
19.2.3;C4;File names are restricted by OS. The sequences given in the rule would also lead to invalid Rust import names.
19.3.1;C2;Rationale for this rule is unspecified order of evaluation for these operators. Rust does not have a direct equivalent. Macro invocation in Rust expands the macro at compile time, similar to the \Cpp preprocessor, but offers unique fragment-specifiers to match a Rust syntax fragment. To satisfy this rule, Rust macros would be required to be more concise, reducing ambiguity. In the given example, an equivalent Rust macro call is shown. Due to missing language features, to receive similar functionality to the \texttt{\#} and \texttt{\#\#} operators, the example given for the macro invocation heavily relies on function calls, solving the task at runtime instead of compile time (see example, `Rust Reference: Macros p. 35/432' to `p. 42/432').
19.3.2;C2;See explanation and example rule 19.3.1.
19.3.3;C2;Rationale is differing expanding behaviour of parameters, depending on the context. As with rule 19.3.2, Rust does not need to address this due to rule 19.3.1.
19.3.4;C4;The rationale is to prevent unexpected behaviour due to textual replacement in \Cpp macros, instead of handling macro arguments like parameters to a function call. In Rust, meta-variables are used to match macro parameters, resulting in behaviour that resembles type checks. Where in \Cpp operator precedence and textual replacement might lead to unexpected behaviour, Rust matches operands as expressions (see example). Rust's mechanism adds safety for the given rationale.
19.3.5;C2;Rationale is undefined behaviour due to textual replacement resulting in valid code with undefined semantics. As Rust has a different macro syntax and semantic, this rule is specific to \Cpp (`Rust Reference: Macros p. 35/432').
19.6.1;C2;Rationale is implementation-defined behaviour of the \Cpp compiler. Rust does not have an official standard. From a technical perspective, all features can be considered to be implementation-specific. However, the Rust foundation maintains a reference \url{https://doc.rust-lang.org/reference/}. To keep the spirit of the MISRA rule, we categorize the item as class C1, since the \texttt{\#pragma} is not available within Rust as a concept.
21.2.1;C1;Rationale is undefined behaviour in these stdlib functions.
21.2.2;C1;Does naturally not apply.
21.2.3;C1;Does naturally not apply.
21.2.4;C1;Does naturally not apply.
21.6.1;C6;Naturally applies to Rust, as dynamic memory exists in Rust as well. General problems like resource exhaustion cannot be mitigated in general.
